attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Leveraging Race Conditions via Symbolic Links,"['Use safe libraries when creating temporary files. For instance the standard library function mkstemp can be used to safely create temporary files. For shell scripts, the system utility mktemp does the same thing. ', 'Access to the directories should be restricted as to prevent attackers from manipulating the files. Denying access to a file can prevent an attacker from replacing that file with a link to a sensitive file. ', 'Follow the principle of least privilege when assigning access rights to files. ', 'Ensure good compartmentalization in the system to provide protected areas that can be trusted. ']","[
  {
    ""name"": ""Use Safe Libraries for Temporary Files"",
    ""priority"": 1
  },
  {
    ""name"": ""Restrict Directory Access"",
    ""priority"": 2
  },
  {
    ""name"": ""Follow Principle of Least Privilege"",
    ""priority"": 3
  },
  {
    ""name"": ""Ensure Compartmentalization in the System"",
    ""priority"": 4
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:06:52.3556806Z,115322632800,55164500,608,76141000000,95,39121000000
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","{
""mitigations"": [
{
""name"": ""Construct a 'code book' for error messages"",
""priority"": 1
},
{
""name"": ""Wrap application functionality in an output encoding scheme"",
""priority"": 2
},
{
""name"": ""Obfuscate server fields of HTTP response"",
""priority"": 3
},
{
""name"": ""Hide inner ordering of HTTP response header"",
""priority"": 4
},
{
""name"": ""Customizing HTTP error codes such as 404 or 500"",
""priority"": 5
},
{
""name"": ""Hide HTTP response header software information filed"",
""priority"": 6
},
{
""name"": ""Hide cookie's software information filed"",
""priority"": 7
},
{
""name"": ""Obfuscate database type in Database API's error message"",
""priority"": 8
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:09:56.6596915Z,182266190400,50327300,708,104961000000,173,77239000000
Load Value Injection,"['Do not allow the forwarding of data resulting from a faulting or assisted instruction. Some current mitigations claim to zero out the forwarded data, but this mitigation still does not suffice. ', 'Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads. This halts transient execution until all previous instructions have been executed and ensures that the architecturally correct value is forwarded. ']","[
  {
    ""name"": ""Do not allow forwarding of data resulting from a faulting or assisted instruction"",
    ""priority"": 1
  },
  {
    ""name"": ""Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads"",
    ""priority"": 2
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:11:31.8633091Z,93127994300,50021200,565,64759000000,66,28314000000
Transaction or Event Tampering via Application API Manipulation,[],"[
  {
    ""name"": ""Authentication and Authorization"", 
    ""priority"": 1
  }, 
  {
    ""name"": ""Input Validation and Sanitization"", 
    ""priority"": 2
  }, 
  {
    ""name"": ""Data Encryption at Rest and in Transit"", 
    ""priority"": 3
  }, 
  {
    ""name"": ""Least Privilege Principle"", 
    ""priority"": 4
  }, 
  {
    ""name"": ""Secure Coding Practices and Secure Design Principles"", 
    ""priority"": 5
  }, 
  {
    ""name"": ""Monitoring and Logging"", 
    ""priority"": 6
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:13:27.0553247Z,113152615300,54497400,493,48587000000,146,64508000000
Content Spoofing Via Application API Manipulation,[],"{
""mitigations"": [
  {
    ""name"": ""API Input Validation"",
    ""priority"": 1
  },
  {
    ""name"": ""Secure Data Storage and Retrieval"",
    ""priority"": 2
  },
  {
    ""name"": ""Least Privilege Principle"",
    ""priority"": 3
  },
  {
    ""name"": ""Authentication and Authorization"",
    ""priority"": 4
  },
  {
    ""name"": ""Input Sanitization"",
    ""priority"": 5
  },
  {
    ""name"": ""Regular Expression Validation"",
    ""priority"": 6
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:15:16.8077059Z,107695048000,51221500,492,48442000000,134,59197000000
Navigation Remapping To Propagate Malicious Content,[],"[
    {""name"": ""Validate User Input"", ""priority"": 1},
    {""name"": ""Use Prepared Statements"", ""priority"": 2},
    {""name"": ""Restrict File Permissions"", ""priority"": 3},
    {""name"": ""Implement Content Security Policy"", ""priority"": 4},
    {""name"": ""Monitor and Analyze System Calls"", ""priority"": 5}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:16:43.864506Z,85007575800,51679000,492,48420000000,83,36534000000
Application API Button Hijacking,[],"[
{
""name"": ""API Key Management"",
""priority"": 1
},
{
""name"": ""Input Validation and Sanitization"",
""priority"": 2
},
{
""name"": ""Secure Authentication Mechanisms"",
""priority"": 3
},
{
""name"": ""Regular Security Audits"",
""priority"": 4
},
{
""name"": ""Least Privilege Principle"",
""priority"": 5
},
{
""name"": ""Monitoring for Unusual Activity"",
""priority"": 6
},
{
""name"": ""Secure Communication Protocols"",
""priority"": 7
},
{
""name"": ""User Education and Awareness"",
""priority"": 8
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:18:32.4702435Z,106560462800,68764400,488,47805000000,133,58682000000
Dictionary-based Password Attack,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services. ']","[
  {
    ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
    ""priority"": 1
  },
  {
    ""name"": ""Implement an intelligent password throttling mechanism"",
    ""priority"": 2
  },
  {
    ""name"": ""Leverage multi-factor authentication for all authentication services"",
    ""priority"": 3
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:20:22.052718Z,107542706800,51933200,564,69766000000,85,37720000000
Rainbow Table Password Cracking,"['Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it. ']","[
  {
    ""name"": ""Use Secure Password Hashing"",
    ""priority"": 1
  },
  {
    ""name"": ""Implement Rate Limiting for Login Attempts"",
    ""priority"": 2
  },
  {
    ""name"": ""Enforce Strong Password Policies"",
    ""priority"": 3
  },
  {
    ""name"": ""Monitor and Log Authentication Activity"",
    ""priority"": 4
  },
  {
    ""name"": ""Implement Multi-Factor Authentication (MFA)"",
    ""priority"": 5
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:22:12.4483387Z,108340144300,55658200,517,56409000000,118,51870000000
Password Spraying,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network. ']","[
  {
    ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
    ""priority"": 1
  },
  {
    ""name"": ""Implement an intelligent password throttling mechanism"",
    ""priority"": 2
  },
  {
    ""name"": ""Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network"",
    ""priority"": 3
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:24:09.5110902Z,115014332900,61073900,574,71886000000,96,43062000000
Try Common or Default Usernames and Passwords,"['Delete all default account credentials that may be put in by the product vendor. ', 'Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user. ', 'Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users. ', 'Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen. ']","{
""mitigations"": [
{
""name"": ""Delete all default account credentials that may be put in by the product vendor"",
""priority"": 1
},
{
""name"": ""Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user."",
""priority"": 2
},
{
""name"": ""Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users."",
""priority"": 3
},
{
""name"": ""Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen"",
""priority"": 4
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-25T10:26:29.1727014Z,137621106500,54115600,590,74684000000,143,62879000000
Root/Jailbreak Detection Evasion via Debugging,['Instantiate checks within the application code that ensures debuggers are not attached. '],"[
  {
    ""name"": ""Debugger Detection via System Properties"",
    ""priority"": 1
  },
  {
    ""name"": ""Instantiation of Check within Application Code"",
    ""priority"": 2
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:18:04.6558435Z,105302153000,6665798500,509,85485000000,49,13144000000
Escaping a Sandbox by Calling Code in Another Language,"['Assurance: Sanitize the code of the standard libraries to make sure there is no security weaknesses in them. ', 'Design: Use obfuscation and other techniques to prevent reverse engineering the standard libraries. ', 'Assurance: Use static analysis tool to do code review and dynamic tool to do penetration test on the standard library. ', 'Configuration: Get latest updates for the computer. ']","[
  {
    ""name"": ""Sanitize Standard Libraries"",
    ""priority"": 1
  },
  {
    ""name"": ""Obfuscate and Prevent Reverse Engineering"",
    ""priority"": 2
  },
  {
    ""name"": ""Use Static Analysis Tool for Code Review"",
    ""priority"": 3
  },
  {
    ""name"": ""Use Dynamic Tool for Penetration Testing"",
    ""priority"": 4
  },
  {
    ""name"": ""Keep Computer Up-to-Date with Latest Updates"",
    ""priority"": 5
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:19:21.10377Z,73656373500,41319100,572,41377000000,122,32234000000
Detect Unpublicized Web Pages,[],"{
""mitigations"": [
{
""name"": ""Web Application Firewall (WAF) Configuration"",
""priority"": 1
},
{
""name"": ""Regularly Update Software and Plug-ins"",
""priority"": 2
},
{
""name"": ""Secure HTTP (HTTPS) Protocol"",
""priority"": 3
},
{
""name"": ""Configure Search Engine Optimization (SEO) Best Practices"",
""priority"": 4
},
{
""name"": ""Monitor Web Server Logs"",
""priority"": 5
},
{
""name"": ""Keep Software and Plug-ins Up-to-Date"",
""priority"": 6
},
{
""name"": ""Implement Content Delivery Network (CDN)"",
""priority"": 7
},
{
""name"": ""Disable Directory Browsing"",
""priority"": 8
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:20:32.5048332Z,69361394200,57511100,489,24064000000,159,45234000000
Detect Unpublicized Web Services,[],"[
  {
    ""name"": ""Disable Port Scanning"",
    ""priority"": 1
  },
  {
    ""name"": ""Implement Web Application Firewall"",
    ""priority"": 2
  },
  {
    ""name"": ""Use HTTPS and HSTS"",
    ""priority"": 3
  },
  {
    ""name"": ""Monitor Network Traffic and System Logs"",
    ""priority"": 4
  },
  {
    ""name"": ""Implement Regular Security Audits and Penetration Testing"",
    ""priority"": 5
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:21:32.9381449Z,58364527200,48907800,489,23430000000,116,34883000000
Screen Temporary Files for Sensitive Information,[],"[
    {
        ""name"": ""Restrict Access to Sensitive Files"",
        ""priority"": 1
    },
    {
        ""name"": ""Implement File Permission Controls"",
        ""priority"": 2
    },
    {
        ""name"": ""Configure System Settings to Delete Temporary Files Regularly"",
        ""priority"": 3
    },
    {
        ""name"": ""Disable Script Execution in Temporary Files Directory"",
        ""priority"": 4
    },
    {
        ""name"": ""Monitor File Access and Modify Auditing Configurations"",
        ""priority"": 5
    }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:22:42.1103762Z,67126975700,36692900,490,30892000000,124,36196000000
Collect Data from Clipboard,"['While copying and pasting of data with the clipboard is a legitimate and practical function, certain situations and context may require the disabling of this feature. Just as certain applications disable screenshot capability, applications that handle highly sensitive information should consider disabling copy and paste functionality. ', 'Employ a robust identification and audit/blocking via using an allowlist of applications on your system. Malware may contain the functionality associated with this attack pattern. ']","[
    {
        ""name"": ""Disable Copy and Paste Functionality"",
        ""priority"": 1
    },
    {
        ""name"": ""Implement Allowlist of Authorized Applications"",
        ""priority"": 2
    }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:23:37.4124472Z,53252341400,53192600,573,40305000000,49,12890000000
Collect Data from Registries,"['Employ a robust and layered defensive posture in order to prevent unauthorized users on your system. ', 'Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern. ']","[
  {
    ""name"": ""Implement robust registry permissions"",
    ""priority"": 1
  },
  {
    ""name"": ""Monitor system registry for unauthorized changes"",
    ""priority"": 2
  },
  {
    ""name"": ""Limit user access to registry modifications"",
    ""priority"": 3
  },
  {
    ""name"": ""Regularly review and update allowlist of applications"",
    ""priority"": 4
  },
  {
    ""name"": ""Implement a robust logging and auditing system"",
    ""priority"": 5
  },
  {
    ""name"": ""Use an intrusion detection and prevention system (IDPS)"",
    ""priority"": 6
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:24:59.2175724Z,79755323900,50097100,557,38147000000,147,41550000000
Collect Data from Screen Capture,"['Identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using allowlist tools. ', 'While screen capture is a legitimate and practical function, certain situations and context may require the disabling of this feature. ']","[
  {
    ""name"": ""Block Screen Capture Functionality"",
    ""priority"": 1
  },
  {
    ""name"": ""Identify Malicious Software and Block"",
    ""priority"": 2
  },
  {
    ""name"": ""Implement Allowlist Tools for Authorized Users"",
    ""priority"": 3
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:25:52.6588977Z,51401329400,24031800,540,32669000000,73,18707000000
Directory Indexing,"['1. Using blank index.html: putting blank index.html simply prevent directory listings from displaying to site visitors. ', '2. Preventing with .htaccess in Apache web server: In .htaccess, write ""Options-indexes"". ', '3. Suppressing error messages: using error 403 ""Forbidden"" message exactly like error 404 ""Not Found"" message. ']","[
  {
    ""name"": ""Using blank index.html"",
    ""priority"": 1
  },
  {
    ""name"": ""Preventing with .htaccess in Apache web server"",
    ""priority"": 2
  },
  {
    ""name"": ""Suppressing error messages"",
    ""priority"": 3
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:26:54.767117Z,60076626500,55829500,563,39490000000,72,20527000000
Fuzzing for garnering other adjacent user/sensitive data,[],"{
""mitigations"": [
{
""name"": ""Input Validation"",
""priority"": 1
},
{
""name"": ""Data Encryption at Rest"",
""priority"": 2
},
{
""name"": ""Least Privilege Principle"",
""priority"": 3
},
{
""name"": ""Regular Security Audits and Penetration Testing"",
""priority"": 4
},
{
""name"": ""Secure Coding Practices and Secure by Design"",
""priority"": 5
},
{
""name"": ""Access Controls and Authentication"",
""priority"": 6
},
{
""name"": ""Monitoring and Logging for Detection"",
""priority"": 7
},
{
""name"": ""User Education and Awareness"",
""priority"": 8
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:28:08.2878611Z,71488843600,48336000,495,29147000000,143,42291000000
Cross-Domain Search Timing,"[""Design: The victim's site could protect all potentially sensitive functionality (e.g. search functions) with cross site request forgery (CSRF) protection and not perform any work on behalf of forged requests "", ""Design: The browser's security model could be fixed to not leak timing information for cross domain requests ""]","[
  {
    ""name"": ""CSRF Protection"",
    ""priority"": 1
  },
  {
    ""name"": ""Disable Timing Information for Cross-Domain Requests"",
    ""priority"": 2
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:29:03.9693168Z,53639390800,22596600,551,39774000000,48,13841000000
WSDL Scanning,"['It is important to protect WSDL file or provide limited access to it. ', 'Review the functions exposed by the WSDL interface (especially if you have used a tool to generate it). Make sure that none of them is vulnerable to injection. ', 'Ensure the WSDL does not expose functions and APIs that were not intended to be exposed. ', 'Pay attention to the function naming convention (within the WSDL interface). Easy to guess function name may be an entry point for attack. ', 'Validate the received messages against the WSDL Schema. Incomplete solution. ']","{
""mitigations"": [
  {
    ""name"": ""Limit access to WSDL file"",
    ""priority"": 1
  },
  {
    ""name"": ""Review exposed functions and prevent injection vulnerabilities"",
    ""priority"": 2
  },
  {
    ""name"": ""Ensure only intended APIs are exposed in the WSDL"",
    ""priority"": 3
  },
  {
    ""name"": ""Use a secure naming convention for WSDL functions"",
    ""priority"": 4
  },
  {
    ""name"": ""Validate received messages against the WSDL Schema"",
    ""priority"": 5
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:30:28.9725528Z,82956078700,30786100,603,45218000000,134,37703000000
Probe iOS Screenshots,"[""To mitigate this type of an attack, an application that may display sensitive information should clear the screen contents before a screenshot is taken. This can be accomplished by setting the key window's hidden property to YES. This code to hide the contents should be placed in both the applicationWillResignActive() and applicationDidEnterBackground() methods. ""]","[
    {
        ""name"": ""Screen Content Hiding"",
        ""priority"": 1
    },
    {
        ""name"": ""Resign Active Method Implementation"",
        ""priority"": 2
    },
    {
        ""name"": ""Enter Background Method Implementation"",
        ""priority"": 3
    }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:31:24.3347731Z,53313131000,39608100,554,35671000000,67,17590000000
Incomplete Data Deletion in a Multi-Tenant Environment,"['Cloud providers should completely delete data to render it irrecoverable and inaccessible from any layer and component of infrastructure resources. ', 'Deletion of data should be completed promptly when requested. ']","[
  {
    ""name"": ""Prompt Data Deletion"",
    ""priority"": 1
  },
  {
    ""name"": ""Complete Data Deletion"",
    ""priority"": 2
  },
  {
    ""name"": ""Regular Data Auditing and Verification"",
    ""priority"": 3
  }
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:32:23.367906Z,56994605500,38254600,531,37306000000,68,19646000000
Probe Audio and Video Peripherals,"['Prevent unknown code from executing on a system through the use of an allowlist policy. ', 'Patch installed applications as soon as new updates become available. ']","[
{
""name"": ""Block Untrusted Audio and Video Peripherals"", 
""priority"": 1
},
{
""name"": ""Configure Audio and Video Peripherals to Only Allow Known Devices"", 
""priority"": 2
},
{
""name"": ""Implement a Host-Based Intrusion Detection System (HIDS) for Real-Time Monitoring"", 
""priority"": 3
},
{
""name"": ""Apply the Principle of Least Privilege to Audio and Video Peripherals"", 
""priority"": 4
},
{
""name"": ""Prevent unknown code from executing on a system through the use of an allowlist policy."", 
""priority"": 5
},
{
""name"": ""Patch installed applications as soon as new updates become available."", 
""priority"": 6
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:33:46.1659794Z,80758310200,32848600,522,33444000000,156,47276000000
Probe System Files,"['Verify that files have proper access controls set, and reduce the storage of sensitive information to only what is necessary. ']","[
{
""name"": ""Remove unnecessary files"",
""priority"": 1
},
{
""name"": ""Set proper file permissions"",
""priority"": 2
},
{
""name"": ""Limit access to sensitive information"",
""priority"": 3
},
{
""name"": ""Use secure storage solutions"",
""priority"": 4
}
]",ALIENTELLIGENCE/cyberaisecurity,2024-11-27T11:34:39.4118882Z,51199982100,34363200,510,30291000000,67,20872000000
