attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Manipulating Hidden Fields,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Input Validation Using Allowed Regex Patterns"",
      ""priority"": 1
    },
    {
      ""name"": ""Sanitizing Hidden Fields Before Processing"",
      ""priority"": 2
    },
    {
      ""name"": ""Enforcing Role-Based Access Controls on Hidden Fields"",
      ""priority"": 3
    },
    {
      ""name"": ""Logging All Changes to Hidden Fields for Monitoring"",
      ""priority"": 4
    },
    {
      ""name"": ""Secure Coding Practices for Checking and Validating Hidden Fields"",
      ""priority"": 5
    },
    {
      ""name"": ""Encoding Hidden Fields Before Storage"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementing Web Application Firewalls (WAF) to Monitor for Suspicious Changes"",
      ""priority"": 7
    },
    {
      ""name"": ""Conducting Regular Security Audits Focusing on Hidden Field Usage"",
      ""priority"": 8
    }
  ]
}
",deepseek-r1:8b,2025-02-24T15:49:57.500165Z,237755135100,71915100,175,18848000000,1120,218831000000
Leveraging Race Conditions via Symbolic Links,"['Use safe libraries when creating temporary files. For instance the standard library function mkstemp can be used to safely create temporary files. For shell scripts, the system utility mktemp does the same thing. ', 'Access to the directories should be restricted as to prevent attackers from manipulating the files. Denying access to a file can prevent an attacker from replacing that file with a link to a sensitive file. ', 'Follow the principle of least privilege when assigning access rights to files. ', 'Ensure good compartmentalization in the system to provide protected areas that can be trusted. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Use safe libraries when creating temporary files. For instance, the standard library function `mkstemp` can be used to safely create temporary files. For shell scripts, the system utility `mktemp` does the same thing."",
      ""priority"": 1
    },
    {
      ""name"": ""Access to the directories should be restricted as to prevent attackers from manipulating the files. Denying access to a file can prevent an attacker from replacing that file with a link to a sensitive file."",
      ""priority"": 2
    },
    {
      ""name"": ""Follow the principle of least privilege when assigning access rights to files."",
      ""priority"": 3
    },
    {
      ""name"": ""Ensure good compartmentalization in the system to provide protected areas that can be trusted."",
      ""priority"": 4
    },
    {
      ""name"": ""Implement file integrity monitoring tools to detect unauthorized changes to files and directories."",
      ""priority"": 5
    },
    {
      ""name"": ""Enforce secure file and directory permissions to minimize access privileges for non-trusted entities."",
      ""priority"": 6
    }
  ]
}
",deepseek-r1:8b,2025-02-24T15:53:16.3557907Z,196815402800,51708000,296,33058000000,818,163704000000
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","
{
  ""mitigations"": [
    {
      ""name"": ""Design: Construct a 'code book' for error messages."",
      ""priority"": 1
    },
    {
      ""name"": ""Design: Wrap application functionality in an output encoding scheme that obscures or cleanses error messages."",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Obfuscate server fields of HTTP response."",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Hide inner ordering of HTTP response header."",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Customizing HTTP error codes such as 404 or 500."",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Hide HTTP response header software information field."",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Hide cookie's software information field."",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Obfuscate database type in Database API's error message."",
      ""priority"": 8
    }
  ]
}
",deepseek-r1:8b,2025-02-24T15:56:09.0083863Z,170631360400,41253600,396,52661000000,595,117927000000
Load Value Injection,"['Do not allow the forwarding of data resulting from a faulting or assisted instruction. Some current mitigations claim to zero out the forwarded data, but this mitigation still does not suffice. ', 'Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads. This halts transient execution until all previous instructions have been executed and ensures that the architecturally correct value is forwarded. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Do not allow the forwarding of data resulting from a faulting or assisted instruction."",
      ""priority"": 1
    },
    {
      ""name"": ""Insert explicit lifence speculation barriers in software before potentially faulting or assisted loads."",
      ""priority"": 2
    }
  ]
}
",deepseek-r1:8b,2025-02-24T15:57:59.2824636Z,108204025100,40752600,253,26109000000,436,82051000000
Transaction or Event Tampering via Application API Manipulation,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Secure Headers (Content-Type and X-Content-Type-Options)"",
      ""priority"": 2
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 3
    },
    {
      ""name"": ""Authentication Mechanisms (e.g., OAuth, API Keys)"",
      ""priority"": 4
    },
    {
      ""name"": ""Input Sanitization"",
      ""priority"": 5
    },
    {
      ""name"": ""Web Application Firewalls (WAF)"",
      ""priority"": 6
    },
    {
      ""name"": ""Data Encryption"",
      ""priority"": 7
    },
    {
      ""name"": ""Secure API Design with Proper Validation"",
      ""priority"": 8
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:00:20.9010061Z,139568682100,52823300,181,18162000000,644,121350000000
Content Spoofing Via Application API Manipulation,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Input Validation and Sanitization"",
      ""priority"": 1
    },
    {
      ""name"": ""Authentication and Authorization"",
      ""priority"": 2
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 3
    },
    {
      ""name"": ""Secure Headers"",
      ""priority"": 4
    },
    {
      ""name"": ""Encrypted Communication"",
      ""priority"": 5
    },
    {
      ""name"": ""Monitoring and Logging"",
      ""priority"": 6
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:04:27.148002Z,244209775900,26820800,180,19318000000,1062,224864000000
Navigation Remapping To Propagate Malicious Content,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Implement Content Detection for Unauthorized Navigation"",
      ""priority"": 1
    },
    {
      ""name"": ""Restrict Propagation of Malicious Links"",
      ""priority"": 2
    },
    {
      ""name"": ""Update Software Libraries to Patch Vulnerabilities"",
      ""priority"": 3
    },
    {
      ""name"": ""Conduct Regular Security Audits for Navigation Systems"",
      ""priority"": 4
    },
    {
      ""name"": ""Enforce User Education on Recognizing Suspicious Links"",
      ""priority"": 5
    },
    {
      ""name"": ""Use DNS Filtering to Block Access to Malicious Domains"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Click-Before-Exit for Potentially Harmful Links"",
      ""priority"": 7
    },
    {
      ""name"": ""Monitor Network Traffic for Unusual Navigation Patterns"",
      ""priority"": 8
    },
    {
      ""name"": ""Use Web Content Filters to Block Access to Malicious Sites"",
      ""priority"": 9
    },
    {
      ""name"": ""Patch Outdated Browsers and Operating Systems"",
      ""priority"": 10
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:06:52.1863971Z,142887083100,193073100,180,18945000000,654,123747000000
Application API Button Hijacking,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Role-Based Access Control (RBAC)"",
      ""priority"": 1
    },
    {
      ""name"": ""Web Application Firewall (WAF)"",
      ""priority"": 2
    },
    {
      ""name"": ""Input Validation and Sanitization"",
      ""priority"": 3
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 4
    },
    {
      ""name"": ""Anti-Clickjacking Measures"",
      ""priority"": 5
    },
    {
      ""name"": ""Secure Coding Practices"",
      ""priority"": 6
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:10:16.3078402Z,202033182500,31084000,176,17800000000,1005,184200000000
Dictionary-based Password Attack,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
      ""priority"": 1
    },
    {
      ""name"": ""Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as CAPEC-2."",
      ""priority"": 2
    },
    {
      ""name"": ""Leverage multi-factor authentication for all authentication services."",
      ""priority"": 3
    },
    {
      ""name"": ""Monitor user behavior and implement alerts for suspicious login attempts."",
      ""priority"": 4
    },
    {
      ""name"": ""Use security keys or tokens instead of relying solely on passwords."",
      ""priority"": 5
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:12:40.6484541Z,142259953100,44023800,252,27094000000,626,115121000000
Rainbow Table Password Cracking,"['Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it."",
      ""priority"": 1
    },
    {
      ""name"": ""Enforce strong password policies requiring at least 12 characters with a mix of alphanumeric and special characters."",
      ""priority"": 2
    },
    {
      ""name"": ""Implement multi-factor authentication (MFA) for all user accounts to reduce reliance on single-password security."",
      ""priority"": 3
    },
    {
      ""name"": ""Use a password manager that generates and stores unique, strong passwords for each user account."",
      ""priority"": 4
    },
    {
      ""name"": ""Limit the number of failed password attempts by enforcing lockout policies after several incorrect attempts."",
      ""priority"": 5
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:14:58.9204892Z,136216255800,50084000,205,22858000000,605,113306000000
Password Spraying,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
      ""priority"": 1
    },
    {
      ""name"": ""Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as CAPEC-2."",
      ""priority"": 2
    },
    {
      ""name"": ""Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network."",
      ""priority"": 3
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:16:55.0345612Z,114057597600,26737500,262,27741000000,466,86287000000
Try Common or Default Usernames and Passwords,"['Delete all default account credentials that may be put in by the product vendor. ', 'Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user. ', 'Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users. ', 'Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen. ']","
{
    ""mitigations"": [
        {
            ""name"": ""Delete all default account credentials that may be put in by the product vendor."",
            ""priority"": 1
        },
        {
            ""name"": ""Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user."",
            ""priority"": 2
        },
        {
            ""name"": ""Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users."",
            ""priority"": 3
        },
        {
            ""name"": ""Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen."",
            ""priority"": 4
        }
    ]
}
",deepseek-r1:8b,2025-02-24T16:19:13.5093638Z,136431742800,42204900,278,30352000000,509,106036000000
Root/Jailbreak Detection Evasion via Debugging,['Instantiate checks within the application code that ensures debuggers are not attached. '],"
{
  ""mitigations"": [
    {
      ""name"": ""Code instrumentation to detect debuggers"",
      ""priority"": 1
    },
    {
      ""name"": ""Runtime checks for debugger presence"",
      ""priority"": 2
    },
    {
      ""name"": ""Anti-debugging mechanisms in code"",
      ""priority"": 3
    },
    {
      ""name"": ""Monitoring for unauthorized debuggers"",
      ""priority"": 4
    },
    {
      ""name"": ""Code hardening to prevent debugger attachment"",
      ""priority"": 5
    },
    {
      ""name"": ""Instantiate checks within the application code that ensures debuggers are not attached."",
      ""priority"": 6
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:22:02.7871428Z,167224338800,22970900,197,24496000000,606,142703000000
Escaping a Sandbox by Calling Code in Another Language,"['Assurance: Sanitize the code of the standard libraries to make sure there is no security weaknesses in them. ', 'Design: Use obfuscation and other techniques to prevent reverse engineering the standard libraries. ', 'Assurance: Use static analysis tool to do code review and dynamic tool to do penetration test on the standard library. ', 'Configuration: Get latest updates for the computer. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Sanitized Standard Libraries"",
      ""priority"": 1
    },
    {
      ""name"": ""Obfuscated Standard Libraries"",
      ""priority"": 2
    },
    {
      ""name"": ""Comprehensive Code Review and Penetration Testing"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular System Updates"",
      ""priority"": 4
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:24:36.6071888Z,151703234300,57190600,260,35611000000,543,116034000000
Detect Unpublicized Web Pages,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Web Crawler"",
      ""priority"": 1
    },
    {
      ""name"": ""Content Search Engines"",
      ""priority"": 2
    },
    {
      ""name"": ""Inbound Link Monitoring"",
      ""priority"": 3
    },
    {
      ""name"": ""Website Traffic Analysis"",
      ""priority"": 4
    },
    {
      ""name"": ""Manual Penetration Testing"",
      ""priority"": 5
    },
    {
      ""name"": ""API Usage Monitoring"",
      ""priority"": 6
    },
    {
      ""name"": ""Filesystem Audits"",
      ""priority"": 7
    },
    {
      ""name"": ""Security Awareness Training"",
      ""priority"": 8
    },
    {
      ""name"": ""Website Updates and Validation"",
      ""priority"": 9
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:27:59.4237934Z,200722518500,62624000,177,18019000000,898,182638000000
Detect Unpublicized Web Services,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Real-Time Network Monitoring Tools"",
      ""priority"": 1
    },
    {
      ""name"": ""Security Updates and Patches"",
      ""priority"": 2
    },
    {
      ""name"": ""Web Application Firewalls (WAF)"",
      ""priority"": 3
    },
    {
      ""name"": ""Access Control Lists (ACLs)"",
      ""priority"": 4
    },
    {
      ""name"": ""Intrusion Detection Systems (IDS)/Intrusion Prevention Systems (IPS)"",
      ""priority"": 5
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:32:35.5103528Z,273991669100,54796900,177,17877000000,1165,256048000000
Screen Temporary Files for Sensitive Information,[],"
{
  ""mitigations"": [
    {
      ""name"": ""Enforce Filesystem Quotas"",
      ""priority"": 1
    },
    {
      ""name"": ""Clean Temporary Files Periodically"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable Auto-Save Functionality"",
      ""priority"": 3
    },
    {
      ""name"": ""Use Secure Temporary File Storage"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement Temporary File Overwrite"",
      ""priority"": 5
    },
    {
      ""name"": ""Encrypt Temporary Files"",
      ""priority"": 6
    },
    {
      ""name"": ""Restrict Temporary File Access"",
      ""priority"": 7
    },
    {
      ""name"": ""Scan Temporary Files for Sensitive Data"",
      ""priority"": 8
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:35:13.9590829Z,156187323000,21402000,178,21734000000,678,134430000000
Collect Data from Clipboard,"['While copying and pasting of data with the clipboard is a legitimate and practical function, certain situations and context may require the disabling of this feature. Just as certain applications disable screenshot capability, applications that handle highly sensitive information should consider disabling copy and paste functionality. ', 'Employ a robust identification and audit/blocking via using an allowlist of applications on your system. Malware may contain the functionality associated with this attack pattern. ']","
{
    ""mitigations"": [
        {
            ""name"": ""Disable Clipboard Copying"",
            ""priority"": 1
        },
        {
            ""name"": ""Restrict Application Whitelisting"",
            ""priority"": 2
        }
    ]
}
",deepseek-r1:8b,2025-02-24T16:38:15.0763142Z,179057225400,47781500,261,28277000000,794,150730000000
Collect Data from Registries,"['Employ a robust and layered defensive posture in order to prevent unauthorized users on your system. ', 'Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern. ']","
{
    ""mitigations"": [
        {
            ""name"": ""Employ a robust and layered defensive posture in order to prevent unauthorized users on your system."",
            ""priority"": 1
        },
        {
            ""name"": ""Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern."",
            ""priority"": 2
        },
        {
            ""name"": ""Implement registry monitoring and alerting to detect unauthorized access or changes in registry entries."",
            ""priority"": 3
        },
        {
            ""name"": ""Secure configuration of system registries, ensuring only authorized applications and services have access."",
            ""priority"": 4
        },
        {
            ""name"": ""Limit the privileges of users who can modify system registries to reduce the risk of unintended changes."",
            ""priority"": 5
        }
    ]
}
",deepseek-r1:8b,2025-02-24T16:41:01.2297695Z,164081820100,40626800,245,25676000000,715,138363000000
Collect Data from Screen Capture,"['Identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using allowlist tools. ', 'While screen capture is a legitimate and practical function, certain situations and context may require the disabling of this feature. ']","
{
  ""mitigations"": [
    {
      ""name"": ""Develop and implement an allowlist for screen capture tools"",
      ""priority"": 1
    },
    {
      ""name"": ""Modify system configurations to disable screen capture features when not required"",
      ""priority"": 2
    },
    {
      ""name"": ""Use monitoring tools to detect and alert unusual or suspicious screen activity"",
      ""priority"": 3
    },
    {
      ""name"": ""Conduct regular audits of applications and systems for unauthorized screen capture capabilities"",
      ""priority"": 4
    },
    {
      ""name"": ""Enforce data privacy policies that limit the use of screen capture tools within organizational environments"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement user training programs to recognize and report suspicious screen activity related to data collection"",
      ""priority"": 6
    }
  ]
}
",deepseek-r1:8b,2025-02-24T16:44:20.0438772Z,196718451400,47909700,228,23711000000,873,172958000000
