attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Manipulating Hidden Fields,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Output Encoding"",
      ""priority"": 2
    },
    {
      ""name"": ""Content Security Policy (CSP)"",
      ""priority"": 3
    },
    {
      ""name"": ""Web Application Firewall (WAF)"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular Updates and Patches"",
      ""priority"": 5
    },
    {
      ""name"": ""User Education"",
      ""priority"": 6
    },
    {
      ""name"": ""Incident Response Plan"",
      ""priority"": 7
    }
  ]
}",granite3-dense:8b,2024-11-27T13:15:51.3027675Z,100639717600,18106200,214,45311000000,152,55308000000
Leveraging Race Conditions via Symbolic Links,"['Use safe libraries when creating temporary files. For instance the standard library function mkstemp can be used to safely create temporary files. For shell scripts, the system utility mktemp does the same thing. ', 'Access to the directories should be restricted as to prevent attackers from manipulating the files. Denying access to a file can prevent an attacker from replacing that file with a link to a sensitive file. ', 'Follow the principle of least privilege when assigning access rights to files. ', 'Ensure good compartmentalization in the system to provide protected areas that can be trusted. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use safe libraries when creating temporary files"",
      ""priority"": 1
    },
    {
      ""name"": ""Restrict access to directories"",
      ""priority"": 2
    },
    {
      ""name"": ""Follow the principle of least privilege"",
      ""priority"": 3
    },
    {
      ""name"": ""Ensure good compartmentalization in the system"",
      ""priority"": 4
    }
  ]
}",granite3-dense:8b,2024-11-27T13:17:52.465518Z,119093036400,16799500,338,81829000000,103,37246000000
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","{
  ""mitigations"": [
    {
      ""name"": ""Design: Construct a 'code book' for error messages"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: Wrap application functionality in an output encoding scheme"",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Obfuscate server fields of HTTP response"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Hide inner ordering of HTTP response header"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Customizing HTTP error codes"",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Hide HTTP response header software information field"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Hide cookie's software information field"",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Obfuscate database type in Database API's error message"",
      ""priority"": 8
    }
  ]
}",granite3-dense:8b,2024-11-27T13:21:10.9808123Z,196445231800,15632400,446,115358000000,220,81058000000
Load Value Injection,"['Do not allow the forwarding of data resulting from a faulting or assisted instruction. Some current mitigations claim to zero out the forwarded data, but this mitigation still does not suffice. ', 'Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads. This halts transient execution until all previous instructions have been executed and ensures that the architecturally correct value is forwarded. ']","{
  ""mitigations"": [
    {
      ""name"": ""Do not allow forwarding of data resulting from a faulting or assisted instruction"",
      ""priority"": 1
    },
    {
      ""name"": ""Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:22:55.4745909Z,102408771500,22794500,300,73989000000,78,28393000000
Transaction or Event Tampering via Application API Manipulation,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 2
    },
    {
      ""name"": ""Monitoring and Logging"",
      ""priority"": 3
    },
    {
      ""name"": ""API Key Management"",
      ""priority"": 4
    },
    {
      ""name"": ""Encryption"",
      ""priority"": 5
    },
    {
      ""name"": ""User Authentication"",
      ""priority"": 6
    },
    {
      ""name"": ""Application Security Training"",
      ""priority"": 7
    }
  ]
}",granite3-dense:8b,2024-11-27T13:24:39.418566Z,101890235500,15919100,222,48889000000,142,52983000000
Content Spoofing Via Application API Manipulation,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Content Security Policy (CSP)"",
      ""priority"": 2
    },
    {
      ""name"": ""Output Encoding"",
      ""priority"": 3
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 4
    },
    {
      ""name"": ""Web Application Firewall (WAF)"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:26:13.0016333Z,91528240500,23606600,221,50315000000,113,41188000000
Navigation Remapping To Propagate Malicious Content,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Content Filtering"",
      ""priority"": 2
    },
    {
      ""name"": ""User Training"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular Updates and Patches"",
      ""priority"": 4
    },
    {
      ""name"": ""Network Segmentation"",
      ""priority"": 5
    },
    {
      ""name"": ""Intrusion Detection Systems (IDS)"",
      ""priority"": 6
    },
    {
      ""name"": ""User Account Management"",
      ""priority"": 7
    }
  ]
}",granite3-dense:8b,2024-11-27T13:27:56.7641703Z,101715797500,17362300,221,49141000000,148,52555000000
Application API Button Hijacking,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Output Encoding"",
      ""priority"": 2
    },
    {
      ""name"": ""Content Security Policy"",
      ""priority"": 3
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 4
    },
    {
      ""name"": ""Web Application Firewall"",
      ""priority"": 5
    },
    {
      ""name"": ""User Input Disallowing"",
      ""priority"": 6
    },
    {
      ""name"": ""Access Control"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular Security Updates"",
      ""priority"": 8
    }
  ]
}",granite3-dense:8b,2024-11-27T13:29:50.5825175Z,111759440400,18738100,217,50119000000,165,61619000000
Dictionary-based Password Attack,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services. ']","{
  ""mitigations"": [
    {
      ""name"": ""Create a strong password policy"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement an intelligent password throttling mechanism"",
      ""priority"": 2
    },
    {
      ""name"": ""Leverage multi-factor authentication"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T13:31:35.667185Z,103030722700,18350400,296,73306000000,80,29703000000
Rainbow Table Password Cracking,"['Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use salt when computing password hashes"",
      ""priority"": 1
    },
    {
      ""name"": ""Enforce strong password policies"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement account lockout policies"",
      ""priority"": 3
    },
    {
      ""name"": ""Use multi-factor authentication"",
      ""priority"": 4
    },
    {
      ""name"": ""Regularly update and patch systems"",
      ""priority"": 5
    },
    {
      ""name"": ""Limit login attempts"",
      ""priority"": 6
    },
    {
      ""name"": ""Monitor for suspicious activity"",
      ""priority"": 7
    }
  ]
}",granite3-dense:8b,2024-11-27T13:33:35.9431346Z,118195735700,16131900,245,57991000000,161,60187000000
Password Spraying,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network. ']","{
  ""mitigations"": [
    {
      ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
      ""priority"": 1
    },
    {
      ""name"": ""Implement an intelligent password throttling mechanism."",
      ""priority"": 2
    },
    {
      ""name"": ""Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network."",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T13:35:25.9766158Z,107975399100,17590600,307,70174000000,105,37782000000
Try Common or Default Usernames and Passwords,"['Delete all default account credentials that may be put in by the product vendor. ', 'Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user. ', 'Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users. ', 'Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen. ']","{
  ""mitigations"": [
    {
      ""name"": ""Delete all default account credentials"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement a password throttling mechanism"",
      ""priority"": 2
    },
    {
      ""name"": ""Put together a strong password policy"",
      ""priority"": 3
    },
    {
      ""name"": ""Automatically generate strong passwords for users"",
      ""priority"": 4
    },
    {
      ""name"": ""Recycle passwords to prevent aging"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:37:30.6192169Z,122583344600,33770000,322,76266000000,124,46281000000
Root/Jailbreak Detection Evasion via Debugging,['Instantiate checks within the application code that ensures debuggers are not attached. '],"{
  ""mitigations"": [
    {
      ""name"": ""Instantiate checks within the application code"",
      ""priority"": 1
    },
    {
      ""name"": ""Ensure debuggers are not attached"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:38:18.1819878Z,45523600800,30527500,239,33181000000,58,12310000000
Escaping a Sandbox by Calling Code in Another Language,"['Assurance: Sanitize the code of the standard libraries to make sure there is no security weaknesses in them. ', 'Design: Use obfuscation and other techniques to prevent reverse engineering the standard libraries. ', 'Assurance: Use static analysis tool to do code review and dynamic tool to do penetration test on the standard library. ', 'Configuration: Get latest updates for the computer. ']","{
  ""mitigations"": [
    {
      ""name"": ""Sanitize the code of the standard libraries"",
      ""priority"": 1
    },
    {
      ""name"": ""Prevent reverse engineering of the standard libraries"",
      ""priority"": 2
    },
    {
      ""name"": ""Use static analysis tool for code review"",
      ""priority"": 3
    },
    {
      ""name"": ""Use dynamic tool for penetration test"",
      ""priority"": 4
    },
    {
      ""name"": ""Get latest updates for the computer"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:39:25.688462Z,65440773600,9976300,302,37654000000,129,27764000000
Detect Unpublicized Web Pages,[],"{
  ""mitigations"": [
    {
      ""name"": ""Web Application Firewall"",
      ""priority"": 1
    },
    {
      ""name"": ""Input Validation"",
      ""priority"": 2
    },
    {
      ""name"": ""Regular Security Updates"",
      ""priority"": 3
    },
    {
      ""name"": ""User Training"",
      ""priority"": 4
    },
    {
      ""name"": ""Web Server Configuration"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:40:16.7717732Z,49024371800,18603700,216,25303000000,107,23701000000
Detect Unpublicized Web Services,[],"{
  ""mitigations"": [
    {
      ""name"": ""Regularly Monitor Web Services"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement Web Application Firewalls (WAF)"",
      ""priority"": 2
    },
    {
      ""name"": ""Use Intrusion Detection Systems (IDS)"",
      ""priority"": 3
    },
    {
      ""name"": ""Regularly Update and Patch Systems"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement Least Privilege Principle"",
      ""priority"": 5
    },
    {
      ""name"": ""Use Network Segmentation"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Strong Access Control Measures"",
      ""priority"": 7
    },
    {
      ""name"": ""Regularly Conduct Vulnerability Assessments"",
      ""priority"": 8
    },
    {
      ""name"": ""Use Encryption for Data in Transit and at Rest"",
      ""priority"": 9
    },
    {
      ""name"": ""Implement a Web Services Discovery Mechanism"",
      ""priority"": 10
    }
  ]
}",granite3-dense:8b,2024-11-27T13:41:46.7307998Z,87923407800,31891400,216,26239000000,246,61650000000
Screen Temporary Files for Sensitive Information,[],"{
  ""mitigations"": [
    {
      ""name"": ""Implement Access Controls"",
      ""priority"": 1
    },
    {
      ""name"": ""Regularly Monitor and Audit System Files"",
      ""priority"": 2
    },
    {
      ""name"": ""Use Secure Deletion Methods"",
      ""priority"": 3
    },
    {
      ""name"": ""Educate Users on Safe Computing Practices"",
      ""priority"": 4
    }
  ]
}",granite3-dense:8b,2024-11-27T13:42:40.8257421Z,52038008300,25141100,217,28134000000,101,23877000000
Collect Data from Clipboard,"['While copying and pasting of data with the clipboard is a legitimate and practical function, certain situations and context may require the disabling of this feature. Just as certain applications disable screenshot capability, applications that handle highly sensitive information should consider disabling copy and paste functionality. ', 'Employ a robust identification and audit/blocking via using an allowlist of applications on your system. Malware may contain the functionality associated with this attack pattern. ']","{
  ""mitigations"": [
    {
      ""name"": ""Disable Clipboard Access"",
      ""priority"": 1
    },
    {
      ""name"": ""Application Whitelisting"",
      ""priority"": 2
    },
    {
      ""name"": ""Malware Detection and Prevention"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T13:43:43.656165Z,60781452600,18015800,303,43385000000,75,17377000000
Collect Data from Registries,"['Employ a robust and layered defensive posture in order to prevent unauthorized users on your system. ', 'Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern. ']","{
  ""mitigations"": [
    {
      ""name"": ""Employ a robust and layered defensive posture"",
      ""priority"": 1
    },
    {
      ""name"": ""Employ robust identification and audit/blocking via using an allowlist of applications"",
      ""priority"": 2
    },
    {
      ""name"": ""Regularly update and patch systems"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement strong access controls"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor system registries for suspicious activity"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:44:59.8793156Z,74158390100,10186200,289,40393000000,136,33753000000
Collect Data from Screen Capture,"['Identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using allowlist tools. ', 'While screen capture is a legitimate and practical function, certain situations and context may require the disabling of this feature. ']","{
  ""mitigations"": [
    {
      ""name"": ""Identify and block malicious software"",
      ""priority"": 1
    },
    {
      ""name"": ""Disable screen capture feature"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:46:02.349884Z,60420471100,18931900,272,43811000000,57,16575000000
Directory Indexing,"['1. Using blank index.html: putting blank index.html simply prevent directory listings from displaying to site visitors. ', '2. Preventing with .htaccess in Apache web server: In .htaccess, write ""Options-indexes"". ', '3. Suppressing error messages: using error 403 ""Forbidden"" message exactly like error 404 ""Not Found"" message. ']","{
  ""mitigations"": [
    {
      ""name"": ""Using blank index.html"",
      ""priority"": 1
    },
    {
      ""name"": ""Preventing with .htaccess in Apache web server"",
      ""priority"": 2
    },
    {
      ""name"": ""Suppressing error messages"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T13:47:07.8850532Z,63461898100,16149600,299,44493000000,80,18951000000
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","{
  ""mitigations"": [
    {
      ""name"": ""Design: Construct a 'code book' for error messages"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: wrap application functionality in an output encoding scheme"",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Obfuscate server fields of HTTP response"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Hide inner ordering of HTTP response header"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Customizing HTTP error codes"",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Hide HTTP response header software information filed"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Hide cookie's software information filed"",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Obfuscate database type in Database API's error message"",
      ""priority"": 8
    }
  ]
}",granite3-dense:8b,2024-11-27T13:49:24.3089162Z,134396409400,20463700,446,73619000000,220,60743000000
Fuzzing for garnering other adjacent user/sensitive data,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Error Handling"",
      ""priority"": 2
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 3
    },
    {
      ""name"": ""Intrusion Detection"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular Updates and Patches"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:50:22.8098868Z,56436860400,11136400,223,28584000000,108,27840000000
Cross-Domain Search Timing,"[""Design: The victim's site could protect all potentially sensitive functionality (e.g. search functions) with cross site request forgery (CSRF) protection and not perform any work on behalf of forged requests "", ""Design: The browser's security model could be fixed to not leak timing information for cross domain requests ""]","{
  ""mitigations"": [
    {
      ""name"": ""CSRF Protection"",
      ""priority"": 1
    },
    {
      ""name"": ""Fix Browser Security Model"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:51:18.4292199Z,53582282000,20954700,282,41153000000,51,12398000000
WSDL Scanning,"['It is important to protect WSDL file or provide limited access to it. ', 'Review the functions exposed by the WSDL interface (especially if you have used a tool to generate it). Make sure that none of them is vulnerable to injection. ', 'Ensure the WSDL does not expose functions and APIs that were not intended to be exposed. ', 'Pay attention to the function naming convention (within the WSDL interface). Easy to guess function name may be an entry point for attack. ', 'Validate the received messages against the WSDL Schema. Incomplete solution. ']","{
  ""mitigations"": [
    {
      ""name"": ""Protect WSDL file or provide limited access"",
      ""priority"": 1
    },
    {
      ""name"": ""Review functions exposed by the WSDL interface"",
      ""priority"": 2
    },
    {
      ""name"": ""Ensure WSDL does not expose unintended functions and APIs"",
      ""priority"": 3
    },
    {
      ""name"": ""Pay attention to function naming convention"",
      ""priority"": 4
    },
    {
      ""name"": ""Validate received messages against the WSDL Schema"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:52:43.4644983Z,82972741500,12209700,332,49633000000,135,33326000000
Probe iOS Screenshots,"[""To mitigate this type of an attack, an application that may display sensitive information should clear the screen contents before a screenshot is taken. This can be accomplished by setting the key window's hidden property to YES. This code to hide the contents should be placed in both the applicationWillResignActive() and applicationDidEnterBackground() methods. ""]","{
  ""mitigations"": [
    {
      ""name"": ""Clear Screen Contents"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement Secure Screenshot Protection"",
      ""priority"": 2
    },
    {
      ""name"": ""Limit Screenshot Functionality"",
      ""priority"": 3
    },
    {
      ""name"": ""Monitor for Unusual Activity"",
      ""priority"": 4
    },
    {
      ""name"": ""Regularly Update and Patch Systems"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:53:51.8436724Z,66328219400,14187500,284,38826000000,117,27479000000
