attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Manipulating Hidden Fields,[],"```json
{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Data Validation and Sanitization"",
      ""priority"": 2
    },
    {
      ""name"": ""Use of a Web Application Firewall (WAF)"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular Security Audits and Penetration Testing"",
      ""priority"": 4
    },
    {
      ""name"": ""Secure Coding Practices"",
      ""priority"": 5
    },
    {
      ""name"": ""Use of Secure Protocols for Data Transmission (HTTPS)"",
      ""priority"": 6
    },
    {
      ""name"": ""User Authentication and Authorization"",
      ""priority"": 7
    }
  ]
}
```",llama3.1,2024-11-22T16:19:06.5767945Z,64298999200,28732500,182,22490000000,177,41778000000
Leveraging Race Conditions via Symbolic Links,"['Use safe libraries when creating temporary files. For instance the standard library function mkstemp can be used to safely create temporary files. For shell scripts, the system utility mktemp does the same thing. ', 'Access to the directories should be restricted as to prevent attackers from manipulating the files. Denying access to a file can prevent an attacker from replacing that file with a link to a sensitive file. ', 'Follow the principle of least privilege when assigning access rights to files. ', 'Ensure good compartmentalization in the system to provide protected areas that can be trusted. ']","```json
{
    ""mitigations"": [
        {
            ""name"": ""Use safe libraries when creating temporary files"",
            ""priority"": 1
        },
        {
            ""name"": ""Access to directories should be restricted"",
            ""priority"": 2
        },
        {
            ""name"": ""Follow the principle of least privilege"",
            ""priority"": 3
        },
        {
            ""name"": ""Ensure good compartmentalization in the system"",
            ""priority"": 4
        }
    ]
}
```",llama3.1,2024-11-22T16:20:19.6402076Z,71039794700,24572100,303,40579000000,111,30434000000
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","```json
{
  ""mitigations"": [
    {
      ""name"": ""Design: Construct a 'code book' for error messages"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: wrap application functionality in an output encoding scheme that obscures or cleanses error messages to prevent such attacks."",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Obfuscate server fields of HTTP response"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Hide inner ordering of HTTP response header"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Customizing HTTP error codes such as 404 or 500"",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Hide HTTP response header software information filed."",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Hide cookie's software information filed."",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Obfuscate database type in Database API's error message"",
      ""priority"": 8
    }
  ]
}
```",llama3.1,2024-11-22T16:22:17.1765542Z,115488222500,27015100,403,53546000000,248,61911000000
Load Value Injection,"['Do not allow the forwarding of data resulting from a faulting or assisted instruction. Some current mitigations claim to zero out the forwarded data, but this mitigation still does not suffice. ', 'Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads. This halts transient execution until all previous instructions have been executed and ensures that the architecturally correct value is forwarded. ']","```json
{
  ""mitigations"": [
    {
      ""name"": ""Do not allow the forwarding of data resulting from a faulting or assisted instruction"",
      ""priority"": 1
    },
    {
      ""name"": ""Insert explicit lfence speculation barriers in software before potentially faulting or assisted loads"",
      ""priority"": 2
    }
  ]
}
```",llama3.1,2024-11-22T16:23:11.579484Z,52358391800,39642400,260,32790000000,80,19526000000
Transaction or Event Tampering via Application API Manipulation,[],"```json
{
    ""mitigations"": [
        {
            ""name"": ""Implement Secure Communication Channels"",
            ""priority"": 1
        },
        {
            ""name"": ""Validate and Sanitize All API Input"",
            ""priority"": 2
        },
        {
            ""name"": ""Regularly Update Third-Party Libraries and Frameworks"",
            ""priority"": 3
        },
        {
            ""name"": ""Implement Access Control Lists (ACL) for APIs"",
            ""priority"": 4
        },
        {
            ""name"": ""Enforce Input Validation and Sanitization"",
            ""priority"": 5
        },
        {
            ""name"": ""Use Secure Protocols for API Communication"",
            ""priority"": 6
        },
        {
            ""name"": ""Implement a Web Application Firewall (WAF)"",
            ""priority"": 7
        }
    ]
}
```",llama3.1,2024-11-22T16:24:21.2760301Z,67648145700,18572900,188,22493000000,188,45123000000
Content Spoofing Via Application API Manipulation,[],"```json
{
    ""mitigations"": [
        {
            ""name"": ""Validate and Sanitize API Inputs"",
            ""priority"": 1
        },
        {
            ""name"": ""Implement Output Encoding Mechanisms"",
            ""priority"": 2
        },
        {
            ""name"": ""Limit the Number of API Calls from a Single IP Address"",
            ""priority"": 3
        },
        {
            ""name"": ""Monitor and Respond to Anomalous API Activity"",
            ""priority"": 4
        },
        {
            ""name"": ""Implement Content Integrity Checks"",
            ""priority"": 5
        },
        {
            ""name"": ""Use Web Application Firewall (WAF) Rule Sets"",
            ""priority"": 6
        },
        {
            ""name"": ""Conduct Regular Security Audits and Penetration Testing"",
            ""priority"": 7
        },
        {
            ""name"": ""Implement API Abuse Prevention Mechanisms"",
            ""priority"": 8
        }
    ]
}
```",llama3.1,2024-11-22T16:25:42.3354094Z,79017634700,18940600,187,27845000000,213,51151000000
Navigation Remapping To Propagate Malicious Content,[],"```json
{
  ""mitigations"": [
    {
      ""name"": ""Disable JavaScript"",
      ""priority"": 1
    },
    {
      ""name"": ""Block malicious URLs"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement Content Security Policy (CSP)"",
      ""priority"": 3
    },
    {
      ""name"": ""Use a Web Application Firewall (WAF)"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor and log user activity"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement rate limiting on APIs"",
      ""priority"": 6
    },
    {
      ""name"": ""Use secure protocols for communication"",
      ""priority"": 7
    },
    {
      ""name"": ""Regularly update and patch software"",
      ""priority"": 8
    },
    {
      ""name"": ""Use a sandbox environment for testing"",
      ""priority"": 9
    }
  ]
}
```",llama3.1,2024-11-22T16:27:03.8984543Z,79495795400,48050800,187,27710000000,216,51724000000
Application API Button Hijacking,[],"```json
{
    ""mitigations"": [
        {
            ""name"": ""Input Validation"",
            ""priority"": 1
        },
        {
            ""name"": ""Parameterized Queries or Stored Procedures"",
            ""priority"": 2
        },
        {
            ""name"": ""Regular Expression Validation"",
            ""priority"": 3
        },
        {
            ""name"": ""API Keys and Access Control Lists (ACLs)"",
            ""priority"": 4
        },
        {
            ""name"": ""Authentication and Authorization"",
            ""priority"": 5
        },
        {
            ""name"": ""Secure Data Storage"",
            ""priority"": 6
        },
        {
            ""name"": ""Input Sanitization"",
            ""priority"": 7
        },
        {
            ""name"": ""Code Review and Testing"",
            ""priority"": 8
        },
        {
            ""name"": ""Logging and Monitoring"",
            ""priority"": 9
        },
        {
            ""name"": ""Secure Communication Protocols"",
            ""priority"": 10
        }
    ]
}
```",llama3.1,2024-11-26T15:09:19.6514187Z,88016165600,11898804100,183,22366000000,227,53108000000
Dictionary-based Password Attack,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services. ']","```json
{
    ""mitigations"": [
        {
            ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
            ""priority"": 1
        },
        {
            ""name"": ""Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as CAPEC-2."",
            ""priority"": 2
        },
        {
            ""name"": ""Leverage multi-factor authentication for all authentication services."",
            ""priority"": 3
        }
    ]
}
```",llama3.1,2024-11-26T15:10:31.4872704Z,69154208600,42757200,259,34529000000,122,34579000000
Rainbow Table Password Cracking,"['Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it. ']","```json
{
    ""mitigations"": [
        {
            ""name"": ""Use strong passwords"",
            ""priority"": 1
        },
        {
            ""name"": ""Use password hashing algorithms like bcrypt, Argon2, or PBKDF2"",
            ""priority"": 2
        },
        {
            ""name"": ""Implement account lockout policies to prevent brute-force attacks"",
            ""priority"": 3
        },
        {
            ""name"": ""Monitor and analyze security logs for suspicious activity related to password cracking attempts"",
            ""priority"": 4
        },
        {
            ""name"": ""Use salt when computing password hashes. That is, concatenate the salt (random bits) with the original password prior to hashing it."",
            ""priority"": 5
        },
        {
            ""name"": ""Limit login attempts from a single IP address"",
            ""priority"": 6
        }
    ]
}
```",llama3.1,2024-11-26T15:11:58.5309225Z,84998876400,48141100,212,27165000000,193,57784000000
Password Spraying,"['Create a strong password policy and ensure that your system enforces this policy. ', 'Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as <a href=""/data/definitions/2.html"">CAPEC-2</a>. ', 'Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network. ']","```json
{
  ""mitigations"": [
    {
      ""name"": ""Create a strong password policy and ensure that your system enforces this policy."",
      ""priority"": 1
    },
    {
      ""name"": ""Implement an intelligent password throttling mechanism. Care must be taken to assure that these mechanisms do not excessively enable account lockout attacks such as CAPEC-2."",
      ""priority"": 2
    },
    {
      ""name"": ""Leverage multi-factor authentication for all authentication services and prior to granting an entity access to the domain network."",
      ""priority"": 3
    }
  ]
}
```",llama3.1,2024-11-26T15:13:13.9176061Z,73354753300,26718800,269,38528000000,133,34795000000
Try Common or Default Usernames and Passwords,"['Delete all default account credentials that may be put in by the product vendor. ', 'Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user. ', 'Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users. ', 'Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen. ']","```json
{
  ""mitigations"": [
    {
      ""name"": ""Delete all default account credentials that may be put in by the product vendor."",
      ""priority"": 1
    },
    {
      ""name"": ""Implement a password throttling mechanism. This mechanism should take into account both the IP address and the log in name of the user."",
      ""priority"": 2
    },
    {
      ""name"": ""Put together a strong password policy and make sure that all user created passwords comply with it. Alternatively automatically generate strong passwords for users."",
      ""priority"": 3
    },
    {
      ""name"": ""Passwords need to be recycled to prevent aging, that is every once in a while a new password must be chosen."",
      ""priority"": 4
    }
  ]
}
```",llama3.1,2024-11-26T15:14:43.9339632Z,87964519500,39859600,285,42750000000,170,45171000000
Root/Jailbreak Detection Evasion via Debugging,['Instantiate checks within the application code that ensures debuggers are not attached. '],"```json
{
  ""mitigations"": [
    {
      ""name"": ""Disable Debugging"",
      ""priority"": 1
    },
    {
      ""name"": ""Instantiate checks within the application code that ensures debuggers are not attached."",
      ""priority"": 2
    },
    {
      ""name"": ""Detect and prevent use of debuggers like GDB, LLDB, or PDB"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement anti-debugging techniques such as code obfuscation or hooking detection"",
      ""priority"": 4
    }
  ]
}
```",llama3.1,2024-11-26T15:15:49.9987829Z,64021104600,29811800,204,28927000000,132,35061000000
Escaping a Sandbox by Calling Code in Another Language,"['Assurance: Sanitize the code of the standard libraries to make sure there is no security weaknesses in them. ', 'Design: Use obfuscation and other techniques to prevent reverse engineering the standard libraries. ', 'Assurance: Use static analysis tool to do code review and dynamic tool to do penetration test on the standard library. ', 'Configuration: Get latest updates for the computer. ']","```json
{
    ""mitigations"": [
        {
            ""name"": ""Sanitize the code of standard libraries to remove security weaknesses"",
            ""priority"": 1
        },
        {
            ""name"": ""Use obfuscation and other techniques to prevent reverse engineering"",
            ""priority"": 2
        },
        {
            ""name"": ""Perform static analysis code review on standard library using tools"",
            ""priority"": 3
        },
        {
            ""name"": ""Run penetration tests on the standard library dynamically"",
            ""priority"": 4
        },
        {
            ""name"": ""Get latest updates for the computer to ensure all security patches are applied"",
            ""priority"": 5
        }
    ]
}
```",llama3.1,2024-11-26T15:17:12.4180423Z,80397062700,25730800,267,39639000000,154,40729000000
Detect Unpublicized Web Pages,[],"```json
{
  ""mitigations"": [
    {
      ""name"": ""Regularly Update Software"",
      ""priority"": 1
    },
    {
      ""name"": ""Restrict Access to Sensitive Data and Systems"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement Web Application Firewall (WAF)"",
      ""priority"": 3
    },
    {
      ""name"": ""Use a Content Delivery Network (CDN)"",
      ""priority"": 4
    },
    {
      ""name"": ""Configure HTTP Strict Transport Security (HSTS)"",
      ""priority"": 5
    },
    {
      ""name"": ""Regularly Monitor and Analyze Logs"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Least Privilege Access Control"",
      ""priority"": 7
    },
    {
      ""name"": ""Use a Secure Socket Layer (SSL)/Transport Layer Security (TLS) Certificate"",
      ""priority"": 8
    },
    {
      ""name"": ""Regularly Update Third-Party Libraries and Frameworks"",
      ""priority"": 9
    },
    {
      ""name"": ""Implement a Web Application Firewall (WAF) Rule Set"",
      ""priority"": 10
    }
  ]
}
```",llama3.1,2024-11-26T15:18:49.6972335Z,95234731800,15991300,184,25291000000,271,69909000000
Detect Unpublicized Web Services,[],"```
{
  ""mitigations"": [
    {
      ""name"": ""Restrict access to web services"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement access controls for web service interfaces"",
      ""priority"": 2
    },
    {
      ""name"": ""Use authentication and authorization"",
      ""priority"": 3
    },
    {
      ""name"": ""Limit the impact of a potential attack by segregating network traffic"",
      ""priority"": 4
    },
    {
      ""name"": ""Regularly review and update web service security configurations"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement logging to detect suspicious activity"",
      ""priority"": 6
    },
    {
      ""name"": ""Train personnel in web service usage and security best practices"",
      ""priority"": 7
    }
  ]
}
```",llama3.1,2024-11-26T15:20:05.9564025Z,74236564000,22443800,184,24475000000,188,49736000000
Screen Temporary Files for Sensitive Information,[],"```json
{
  ""mitigations"": [
    {
      ""name"": ""Implement a Data Loss Prevention (DLP) Solution"",
      ""priority"": 1
    },
    {
      ""name"": ""Use Encryption for Sensitive Information"",
      ""priority"": 2
    },
    {
      ""name"": ""Restrict Access to Temporary Files"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement a Least Privilege Policy"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor and Audit File System Activity"",
      ""priority"": 5
    },
    {
      ""name"": ""Conduct Regular Security Audits"",
      ""priority"": 6
    },
    {
      ""name"": ""Develop and Implement a Secure Configuration for Temporary Files"",
      ""priority"": 7
    }
  ]
}
```",llama3.1,2024-11-26T15:21:22.6014255Z,74596051000,18802700,185,25365000000,184,49210000000
Collect Data from Clipboard,"['While copying and pasting of data with the clipboard is a legitimate and practical function, certain situations and context may require the disabling of this feature. Just as certain applications disable screenshot capability, applications that handle highly sensitive information should consider disabling copy and paste functionality. ', 'Employ a robust identification and audit/blocking via using an allowlist of applications on your system. Malware may contain the functionality associated with this attack pattern. ']","```json
{
  ""mitigations"": [
    {
      ""name"": ""Disable Clipboard Functionality"",
      ""priority"": 1
    },
    {
      ""name"": ""Employ a Robust Identification and Audit/Blocking via Allowlist of Applications"",
      ""priority"": 2
    }
  ]
}
```",llama3.1,2024-11-26T15:22:22.2091453Z,57565724900,42947000,268,39694000000,68,17826000000
Collect Data from Registries,"['Employ a robust and layered defensive posture in order to prevent unauthorized users on your system. ', 'Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern. ']","```
{
  ""mitigations"": [
    {
      ""name"": ""Employ a robust and layered defensive posture"",
      ""priority"": 1
    },
    {
      ""name"": ""Employ robust identification and audit/blocking via using an allowlist of applications"",
      ""priority"": 2
    },
    {
      ""name"": ""Remove unnecessary applications, utilities, and configurations from the system registry"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement a strict access control policy for registry modifications"",
      ""priority"": 4
    },
    {
      ""name"": ""Regularly update and patch operating systems and software to prevent exploitation of known vulnerabilities"",
      ""priority"": 5
    },
    {
      ""name"": ""Monitor system logs for suspicious activity related to registry access"",
      ""priority"": 6
    }
  ]
}
```",llama3.1,2024-11-26T15:23:47.1853514Z,82942402000,20233400,252,35925000000,184,46985000000
Collect Data from Screen Capture,"['Identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using allowlist tools. ', 'While screen capture is a legitimate and practical function, certain situations and context may require the disabling of this feature. ']","```json
{
  ""mitigations"": [
    {
      ""name"": ""Implement a screen capture allowlist"",
      ""priority"": 1
    },
    {
      ""name"": ""Disable screen capture feature in certain contexts"",
      ""priority"": 2
    },
    {
      ""name"": ""Monitor for suspicious software using behavioral analysis tools"",
      ""priority"": 3
    },
    {
      ""name"": ""Conduct a comprehensive audit of installed software"",
      ""priority"": 4
    }
  ]
}
```",llama3.1,2024-11-26T15:24:52.2731199Z,63048853700,41816300,235,33790000000,113,29213000000
Directory Indexing,"['1. Using blank index.html: putting blank index.html simply prevent directory listings from displaying to site visitors. ', '2. Preventing with .htaccess in Apache web server: In .htaccess, write ""Options-indexes"". ', '3. Suppressing error messages: using error 403 ""Forbidden"" message exactly like error 404 ""Not Found"" message. ']","```json
{
    ""mitigations"": [
        {
            ""name"": ""Using blank index.html"",
            ""priority"": 1
        },
        {
            ""name"": ""Preventing with .htaccess in Apache web server"",
            ""priority"": 2
        },
        {
            ""name"": ""Suppressing error messages"",
            ""priority"": 3
        }
    ]
}
```",llama3.1,2024-11-26T15:25:52.6714504Z,58348522300,47923300,258,36940000000,85,21358000000
Fuzzing for garnering other adjacent user/sensitive data,[],"```
{
  ""mitigations"": [
    {
      ""name"": ""Implement Secure Communication Protocols"",
      ""priority"": 1
    },
    {
      ""name"": ""Validate User Input and Data Sanitization"",
      ""priority"": 2
    },
    {
      ""name"": ""Use Secure Data Storage and Encryption"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement Access Control Mechanisms"",
      ""priority"": 4
    },
    {
      ""name"": ""Conduct Regular Security Audits and Penetration Testing"",
      ""priority"": 5
    },
    {
      ""name"": ""Provide User Awareness and Education on Secure Practices"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Fuzzing Detection Mechanisms to Prevent Fuzzing Attacks"",
      ""priority"": 7
    }
  ]
}
```",llama3.1,2024-11-26T15:27:08.3594545Z,73671610600,22703000,190,25671000000,189,47965000000
Cross-Domain Search Timing,"[""Design: The victim's site could protect all potentially sensitive functionality (e.g. search functions) with cross site request forgery (CSRF) protection and not perform any work on behalf of forged requests "", ""Design: The browser's security model could be fixed to not leak timing information for cross domain requests ""]","```json
{
    ""mitigations"": [
        {
            ""name"": ""Implement CSRF Protection"",
            ""priority"": 1
        },
        {
            ""name"": ""Fix Browser's Security Model"",
            ""priority"": 2
        }
    ]
}
```",llama3.1,2024-11-26T15:27:59.0975695Z,48701154000,19640600,246,34237000000,58,14442000000
